"","SRR11365252","SRR11365253","SRR11365254","SRR11365255","SRR11365256","SRR11365258","SRR11365259","SRR11365260","SRR11365261","SRR11365262","SRR11365263","SRR11365264","SRR11365265","SRR11365266"
"PPP1R15A","35","25","35","29","23","28","21","28","24","23","40","37","20","19"
"TULP2","3","0","2","2","2","1","1","2","1","2","1","1","1","4"
"NUCB1","105"," 74"," 93"," 68"," 73"," 89"," 77"," 84"," 71"," 80"," 92"," 90"," 66"," 70"
"NUCB1-AS1","1","3","0","2","2","1","4","1","0","2","4","3","2","5"
"DHDH","3","3","3","5","2","5","1","3","3","3","0","5","3","2"
"FTL","1417","1005","1158","1427","1701","1355","1127","1553","1137","1753","1950","1057","1178","1132"
"ZNF585A"," 9","13"," 9","10"," 9"," 7"," 7"," 8"," 8"," 8"," 8"," 8","11"," 9"
"ZNF585B","15","14","11","15","11","10","11","11","10","10","11","14","12","11"
"ZNF792","5","6","4","4","3","4","4","5","4","5","4","3","3","3"
"GRAMD1A-AS1","0","0","0","1","0","0","0","0","1","1","1","0","0","0"
"LGI4","32","21","26","37","46","27","28","52","35","41","45","33","45","41"
"FXYD7","61","47","54","54","31","46","50","49","46","35","55","67","56","61"
"FXYD5","3","2","3","2","6","3","2","6","2","6","9","4","4","5"
"MIR5695"," 0","13"," 0"," 0"," 0"," 4","15"," 0"," 0"," 0"," 5"," 5"," 0"," 4"
"FARSA","92","62","80","62","48","79","66","53","63","54","53","69","49","46"
"FARSA-AS1"," 0"," 0"," 3","10"," 4"," 4"," 6"," 7"," 5"," 5"," 6","15"," 2"," 5"
"MIR6515","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAD23A","83","56","76","63","47","70","60","51","59","52","58","76","47","39"
"GADD45GIP1","26","32","33","31","26","21","20","29","30","30","30","32","21","23"
"TMEM150B","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"KMT5C","4","4","3","4","3","6","4","6","4","4","6","5","5","5"
"IL11","1","1","1","1","1","1","1","1","1","0","1","1","0","0"
"TMEM190","1","0","1","0","1","0","4","0","0","2","1","1","1","1"
"TMEM238","0","0","0","2","2","1","1","2","2","0","0","1","1","1"
"RPL28","29","26","31","30","31","26","21","29","33","33","35","30","33","31"
"UBE2S","13","15","21","11"," 8","14","13","13","16","13","15","14","10","11"
"ISOC2","11","10"," 7"," 7"," 8","11"," 7"," 7"," 7"," 9"," 9","10"," 8"," 8"
"ZNF628-DT","0","0","0","0","1","1","1","2","0","1","0","0","0","0"
"ZNF628","4","3","3","2","2","3","2","5","3","2","3","2","3","3"
"NAT14","45","34","39","34","16","40","34","30","27","24","24","35","25","33"
"SSC5D","1","1","1","1","2","2","2","2","2","1","2","1","1","1"
"ZNF579","8","5","6","6","4","6","4","8","5","5","6","7","5","4"
"FIZ1","9","6","8","7","6","6","5","7","6","8","6","7","8","6"
"ZNF524","11"," 9"," 9","11","10"," 9"," 8"," 8"," 9","12"," 8"," 9"," 8","10"
"ZNF784","6","2","6","6","4","5","5","6","5","4","8","6","4","4"
"ZNF580","14"," 5","11","11"," 8"," 9","10","16","15"," 8","16","18","11","11"
"ZNF581"," 4"," 4"," 2"," 5"," 4"," 6"," 5","10"," 5"," 6"," 8"," 7"," 4"," 8"
"CCDC106","41","27","32","30","15","27","29","31","26","20","21","32","24","22"
"EPN1","22","12","21","20","15","16","17","20","17","18","19","23","20","19"
"GAMT","27","17","25","18","16","21","19","24","19","19","25","23","16","14"
"DAZAP1","20","18","16","22","18","16","17","21","16","17","21","22","19","17"
"C19orf25","14","12","11","12","12","11","10","12"," 9","10","13","12","12"," 9"
"RN7SL477P","0","1","0","0","0","0","0","0","1","2","0","0","0","0"
"MBD3","23","17","19","21","12","16","20","21","17","16","16","21","21","16"
"APC2","84","52","76","76","49","64","69","83","68","58","74","80","66","62"
"PRR13P5","8","3","3","1","9","5","6","1","5","2","9","7","5","3"
"PSMC4","98","82","96","65","54","81","66","55","68","63","61","79","48","47"
"ZNF546","10","13"," 8","14","13"," 8"," 9","12"," 9","11"," 9"," 9","15","13"
"ZNF780B","33","39","28","36","37","20","27","27","28","30","27","31","35","33"
"VN1R96P","0","0","1","2","1","0","1","2","1","0","0","0","1","2"
"ZNF699","9","8","7","7","5","6","7","7","5","6","6","6","7","7"
"ZNF177","0","0","0","0","0","0","1","1","0","0","1","0","1","1"
"ZNF560","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ZSCAN5DP","0","0","0","1","0","1","1","2","1","0","2","1","0","1"
"EDDM13"," 5"," 5"," 4","11"," 7"," 6"," 8","10"," 7"," 5","12"," 9","13","14"
"ZSCAN5A-AS1","1","1","1","2","1","1","1","2","1","1","1","1","2","2"
"VN2R17P","0","1","1","1","2","1","2","3","3","2","0","1","1","3"
"ZNF542P","29","26","27","24","19","18","19","15","17","18","13","18","15","14"
"SLC25A36P1","2","2","1","5","4","2","2","2","2","6","3","1","3","6"
"ZNF582-DT"," 9"," 8","12"," 9"," 8"," 6"," 6"," 4"," 6","11"," 7"," 7"," 6"," 6"
"ZNF583","12","10","11","11"," 9"," 6"," 9"," 9","10"," 8"," 7","10"," 8"," 9"
"COL5A3","29","36","34","47","18","42","65","58","52","16","47","50","41","40"
"SHFL","18","18","13","14","13","12","12","16","16","14","14","14","12","14"
"PPAN"," 6"," 5"," 7"," 6"," 6"," 5"," 4"," 7"," 8"," 5"," 8","10"," 5"," 7"
"SNORD105","0","0","0","0","0","0","4","0","3","0","0","0","0","0"
"SNORD105B"," 4"," 0","12"," 5"," 8"," 4"," 4","15","25"," 4","15"," 5"," 0","14"
"P2RY11"," 5"," 7"," 6"," 7"," 6"," 5"," 4"," 7"," 8"," 6","11"," 9"," 8"," 9"
"EIF3G","43","33","44","31","31","38","27","29","29","35","40","37","26","25"
"S1PR2","2","1","2","3","1","2","2","3","2","2","2","2","2","1"
"MIR4322","4","0","0","0","0","0","4","0","0","4","0","0","0","0"
"MRPL4","11","10","12","10"," 7","11","10","11","11","11","10","11","10"," 9"
"ICAM1"," 2"," 3"," 1"," 2"," 8"," 2"," 1"," 3"," 2"," 9","11"," 1"," 2"," 2"
"ICAM5","72","53","70","69","38","51","47","60","46","39","44","67","46","44"
"ZGLP1","3","5","3","3","4","2","3","3","3","6","3","4","5","6"
"RAVER1","7","5","4","5","5","5","3","8","5","5","7","6","6","5"
"ICAM3","1","0","0","0","0","0","0","0","0","1","1","0","0","0"
"ZNF808","29","26","25","33","27","20","19","26","22","21","23","25","26","28"
"ZNF137P","6","5","4","6","7","3","4","8","7","8","6","6","7","4"
"ZNF611","17","14","13","13","13","10","10","11","11","11","10","12","12","11"
"ZNF28","6","5","5","6","7","5","5","5","5","6","7","4","4","6"
"PABPN1P2","0","0","0","0","1","0","0","1","0","0","1","1","0","0"
"ZNF773","5","4","4","5","4","3","3","4","3","3","4","5","3","4"
"ZNF549"," 9","10"," 8","10","10"," 7"," 9","10"," 8","10"," 9","10","10","10"
"ZNF416","15","13","13","16","15"," 9","10","10"," 9"," 8"," 9","12","10"," 9"
"ZIK1","10"," 7"," 9","10"," 8"," 6"," 6"," 6"," 6"," 6"," 7"," 7"," 6"," 7"
"ZNF134","35","30","32","27","28","25","25","23","23","24","23","27","23","25"
"ZNF211","19","16","18","22","17","13","19","18","14","18","20","18","17","18"
"TPRG1LP1","1","1","0","0","1","0","0","0","0","2","1","0","1","0"
"ZNF527"," 9","10","10","12","10"," 7"," 9","10","10"," 9"," 9"," 8","10"," 8"
"ZNF569","17","15","18","16","15","11","11","12","14","13","12","10","11","11"
"ZNF571-AS1","3","3","3","5","5","4","4","4","3","4","6","4","6","6"
"ZNF540","41","54","41","48","47","27","34","31","38","37","27","34","36","36"
"ZNF571"," 9","11"," 8","11","11"," 7"," 9"," 8"," 8"," 9"," 9"," 9","11"," 9"
"SELENOKP1"," 4"," 6"," 3"," 3"," 2"," 5"," 3"," 4"," 5","10"," 5"," 7"," 9"," 8"
"ZNF607","16","12","13","17","11","11","10"," 9"," 9","14"," 9","13","12","11"
"CYP2S1","1","0","1","1","1","2","1","1","1","1","1","1","0","1"
"AXL","35","14","19","27","18","22","31","30","27","22","37","19","24","25"
"RN7SL34P","1","0","0","3","0","1","0","3","2","1","1","0","0","1"
"CCDC97","14"," 8","15","14"," 9","11","12","15","12","10","18","14","14","13"
"TMEM91","9","5","6","6","6","6","6","6","8","6","7","6","7","7"
"B9D2","8","7","7","4","5","6","5","5","5","5","6","7","5","6"
"BCKDHA","2","2","3","2","2","3","2","3","3","2","3","2","3","2"
"SIGLEC8","2","3","3","2","5","5","1","4","1","5","4","3","1","1"
"ZNF175","16","14","13","11","11","10","12","12","12","11","13","12","14","13"
"RPL9P33","0","0","0","0","2","2","1","1","1","1","3","1","1","1"
"SPACA6-AS1","1","2","1","1","1","1","2","1","2","1","2","2","1","2"
"MIR99B"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0","12"," 0"
"HAS1","6","6","5","4","3","4","4","3","4","3","4","6","4","4"
"FPR2","0","0","0","0","2","0","0","1","0","1","1","0","0","1"
"FPR3","1","1","0","2","4","1","1","1","1","6","3","1","1","3"
"NOVA2","44","25","52","39","33","41","38","43","37","36","41","59","43","44"
"RPS18P13","1","0","0","0","1","0","3","0","1","0","4","1","0","1"
"IL12RB1","1","1","1","1","1","2","1","0","1","1","1","2","1","1"
"PIK3R2","1","1","1","1","0","0","1","1","1","0","1","1","1","1"
"IFI30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MPV17L2","9","4","8","6","5","8","6","6","5","5","8","6","5","5"
"RAB3A","412","272","513","321","242","344","334","318","383","312","281","499","298","299"
"JUND","116"," 87","134","117"," 64"," 62"," 72","125","116"," 95","116","111"," 82"," 82"
"RPL39P38","4","5","4","3","4","2","2","0","2","0","3","8","5","0"
"LSM4","49","47","56","36","32","41","36","35","36","29","23","38","30","25"
"PGPEP1","13","10","11","13","12","13","13","18","16","14","20","18","14","16"
"LRRC25","1","1","1","0","3","2","0","0","0","2","1","1","0","0"
"SSBP4","57","49","43","55","26","37","37","43","41","32","32","46","35","36"
"ISYNA1","15","11","12"," 8"," 6"," 9"," 6","14","10"," 6","11"," 8"," 6"," 7"
"MIR6799","0","0","0","0","0","0","5","0","0","0","0","6","0","0"
"FUZ","18","15","16","15","14","14","14","17","12","15","13","19","16","15"
"PTOV1-AS1","1","2","1","2","2","1","1","2","1","2","3","2","2","2"
"PTOV1","44","35","35","34","37","32","27","32","32","39","38","39","30","30"
"PTOV1-AS2"," 5"," 4"," 5"," 6"," 7"," 3"," 6","10"," 5"," 5"," 8","10"," 6"," 7"
"PNKP","13","12","14","13","11","12","14","16","11","11","15","17","11","10"
"MED25"," 9"," 6"," 9","10","11"," 9"," 9","11"," 8"," 9","11","12","10"," 9"
"STAP2","3","3","2","3","2","3","3","4","3","3","4","2","3","3"
"AKT1S1","10"," 7"," 9","10"," 7"," 8"," 9","11"," 9"," 8","11"," 9"," 7"," 8"
"ZNF221","16","18","16","31","20","14","14","20","19","18","20","23","20","23"
"YIPF2","19","19","16","13","10","12","15","15","14"," 8","11","13","11","12"
"DMAC2","17","17","15","13","13","13","15","15","13","14","14","13","12","11"
"FXYD1"," 4"," 6"," 5"," 4"," 7"," 5"," 5"," 8"," 7"," 9","10","11"," 7","11"
"AP2A1","81","51","77","57","49","68","60","52","56","52","53","70","49","46"
"ZNF285","6","6","6","8","7","4","6","5","6","6","6","7","7","6"
"UBL5","76","80","73","57","52","59","50","47","56","59","51","58","42","45"
"AP1M1","25","18","23","22","20","18","19","19","19","20","19","21","22","21"
"RPS15","78","65","70","66","58","61","56","62","73","76","74","73","61","56"
"TRAPPC6A","17"," 9","10","12","12","12","11","12"," 9","12","19","20","10","11"
"ZNF30","13","13","12","13","16"," 8","12","16","13","13","12","11","14","12"
"GARRE1","18","14","14","15","16","14","13","16","13","16","23","17","14","16"
"ZNF304","24","23","24","22","15","18","17","16","16","14","18","18","12","16"
"ZNF254","22","26","20","32","26","14","19","22","17","22","19","15","24","21"
"ZNF418","32","39","31","43","30","36","28","38","30","33","40","35","29","34"
"ZNF71","13","12","12","15","13","12","13","17","13","13","14","13","15","14"
"ZNF570","16","18","17","18","14","12","13","13","13","14","10","14","13","12"
"IGFLR1","1","0","1","1","1","1","0","1","1","1","1","1","1","0"
"U2AF1L4","4","3","3","5","1","4","4","3","4","4","3","5","5","5"
"PSENEN","17","15","19","14","13","18","13","10"," 9","15","11","12","12"," 9"
"LIN37","4","4","3","5","5","4","6","4","5","5","8","6","3","4"
"HSPB6","4","3","4","3","4","3","4","8","5","3","5","5","4","5"
"LYL1","2","2","1","1","2","2","1","2","2","3","1","2","1","1"
"CERS4","30","21","28","33","28","31","31","36","27","31","35","34","28","28"
"CD320","25","20","16","10","14","24","14","13","18","19","15","22","15","12"
"NDUFA7","3","4","2","1","3","2","3","2","3","2","4","1","4","2"
"RPS28","46","25","24","24","33","34","23","29","42","42","34","34","32","32"
"ANGPTL4"," 9"," 5"," 3"," 9","62","10","10","22"," 9","70","21"," 8","43","46"
"MIR4999","0","0","0","5","0","3","0","0","0","0","4","0","0","0"
"RAB11B","60","41","58","52","51","58","58","74","55","55","77","78","60","58"
"HNRNPM","47","42","48","50","42","40","32","42","42","44","53","52","40","42"
"PRAM1","1","1","1","1","3","2","2","2","1","3","4","2","1","1"
"ZNF414","6","1","5","8","4","5","5","6","5","5","7","8","6","6"
"SYNGR4","1","0","0","0","0","1","0","0","0","0","0","1","0","1"
"KDELR1","36","28","37","29","30","33","35","33","27","35","38","31","27","26"
"GRWD1","13","10","12","11"," 8","11","11","10","10"," 9","10","11"," 9"," 8"
"KCNJ14","2","1","3","4","2","3","5","3","3","2","2","2","3","3"
"RPL18","84","73","73","71","69","67","60","77","64","74","90","72","70","64"
"SPHK2","20","16","16","16","11","18","19","16","17","12","16","21","15","16"
"DBP","26"," 9","19","14"," 9","14","13","12","12","10","13","16","12","12"
"CA11","429","370","389","319","229","261","296","278","276","214","236","339","288","307"
"SEC1P","1","1","0","1","1","2","2","2","0","1","2","1","2","2"
"FUT2","3","2","4","6","3","3","5","8","5","5","5","7","6","6"
"MAMSTR","5","4","4","6","4","6","6","8","5","4","8","4","7","5"
"TMEM205","65","58","48","46","41","50","45","43","44","43","50","53","45","31"
"CCDC159"," 6"," 5"," 5"," 9"," 7"," 8"," 8","10"," 8"," 9","17","11"," 8"," 8"
"SWSAP1","2","2","3","3","1","2","2","3","2","3","2","4","3","2"
"EPOR","7","5","4","6","6","5","5","6","5","6","7","5","5","5"
"RGL3","2","2","2","3","4","3","3","5","3","4","6","2","3","3"
"ODAD3","5","4","5","5","3","4","3","5","4","3","6","4","5","7"
"ELAVL3","80","57","93","89","71","64","74","83","79","72","85","91","91","98"
"ZNF653","7","6","5","8","4","6","5","6","5","6","5","8","6","5"
"CNN1","11"," 8"," 6"," 2"," 3"," 2"," 2"," 4"," 2"," 1"," 2"," 4"," 3"," 2"
"GAPDHP76","0","0","0","0","1","0","0","0","0","0","1","0","0","1"
"SLC17A7","282","158","322","238","158","241","260","219","236","174","176","291","204","197"
"PIH1D1","33","29","24","22","20","27","24","23","24","24","20","27","17","18"
"ALDH16A1","6","3","4","2","2","3","3","5","2","2","3","3","3","4"
"RPS11","389","325","317","245","326","292","252","300","270","347","332","264","209","212"
"MIR150","3","4","0","0","0","0","0","0","0","0","0","0","0","0"
"FCGRT","11","10"," 7","10","13"," 9"," 9","13"," 9","14","22"," 8"," 9"," 8"
"RCN3","4","7","3","8","4","4","4","9","5","7","7","9","8","7"
"NOSIP","13","10","10","10","12","11","11","13","11","14","11","13","10"," 9"
"PRRG2","1","1","2","1","1","1","0","0","1","1","1","0","1","1"
"RRAS","10"," 8"," 7"," 5"," 7"," 7"," 6","13","11"," 7","16"," 7"," 7"," 5"
"SCAF1","74","41","67","68","45","55","55","74","53","51","69","69","66","61"
"IRF3","16","15","13","11","12","12","11","15","11","17","14","14"," 9"," 9"
"MIR5088","0","0","0","0","4","0","0","0","0","0","5","0","0","0"
"CPT1C","37","27","34","30","23","32","32","34","27","23","26","38","27","30"
"ZNF526","6","5","5","4","6","6","6","6","5","6","7","6","4","4"
"ERF","23","16","17","20"," 9","14","13","12","17","11","24","23","13","13"
"TMEM145","26","20","23","24","23","24","22","28","19","18","19","24","23","22"
"MPND","23","18","23","24","18","20","24","24","21","17","21","24","21","15"
"EIF1P6"," 1"," 0"," 1","10"," 0"," 0"," 6"," 2"," 3"," 2"," 5"," 7"," 2"," 8"
"SH3GL1","34","23","32","31","22","25","27","26","27","23","26","35","27","29"
"CHAF1A","10"," 8"," 9","11"," 6"," 8"," 7"," 7"," 8"," 6"," 9","10"," 7"," 8"
"UBXN6","82","51","61","68","41","58","51","58","60","43","57","73","53","55"
"HDGFL2","34","25","34","35","24","27","23","37","27","28","41","34","33","34"
"PLIN5","2","1","2","3","1","2","2","6","3","2","5","2","4","6"
"LRG1","0","0","0","0","2","0","0","0","0","1","1","0","0","0"
"TNFAIP8L1","15","12","15","16"," 8","12","12","11","13","11"," 8","14","12","11"
"RUVBL2","38","40","37","31","25","34","28","28","27","25","33","37","25","24"
"LHB","1","1","0","2","1","0","1","1","2","2","0","1","1","1"
"SNRNP70","109"," 99"," 90","128","115"," 90","101","147"," 97","116","171","151","134","131"
"LIN7B","21","28","23","21","18","22","13","16","21","17","15","26","14","14"
"C19orf73","4","1","4","3","3","1","3","8","2","3","7","1","1","1"
"ZNF845","8","6","6","7","5","5","4","4","4","4","3","5","4","5"
"ZNF525","7","9","5","9","7","6","5","6","5","6","5","5","5","6"
"ZNF765","2","2","2","2","3","2","1","2","2","2","3","2","2","2"
"RPL39P36","0","2","2","0","6","0","0","5","4","4","5","5","0","5"
"TPM3P9","5","4","3","3","5","2","3","4","3","6","8","5","6","6"
"ZNF813","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"TPM3P6","1","1","0","2","1","0","3","1","1","1","2","1","3","2"
"OSTCP3","0","0","1","0","1","1","0","0","0","1","0","0","0","0"
"REXO1","41","27","36","43","23","27","34","39","34","25","38","41","42","39"
"KLF16","32","16","31","29","15","18","20","20","24","21","26","32","19","24"
"ABHD17A","26","22","22","22","16","20","19","25","24","19","25","23","20","19"
"SCAMP4","12"," 8","10","11","10","10","10","12","12","11","16","14"," 9","10"
"ADAT3","2","1","2","2","1","1","1","1","1","2","1","1","3","1"
"CSNK1G2","50","49","45","52","34","36","40","41","39","34","30","44","41","41"
"CSNK1G2-AS1","2","1","2","2","3","1","1","3","1","1","3","2","2","1"
"LSM7","20","22","18","15","15","13","13","14","17","14","16","15","10","13"
"TIMM13","31","28","29","33","21","31","30","23","28","23","23","33","19","21"
"LMNB2","18","14","16","16","13","12","13","15","14","13","14","19","15","14"
"LINC01775","1","0","0","0","0","0","0","0","0","1","0","0","1","0"
"GADD45B","23","24","23"," 9","78","16","14","29","21","74","49","18","34","33"
"LINC01864","0","0","0","1","0","0","1","0","0","0","1","0","0","0"
"ZNF787","12","10"," 8","10"," 8"," 7"," 7","10"," 8"," 8"," 8","10"," 7"," 9"
"ZNF444","11"," 8"," 8","11"," 8"," 8"," 9","13","10"," 9","12","14","11","11"
"SNRPGP15"," 9","11"," 3","23"," 4"," 9"," 4"," 9"," 8","10","35","20","18","12"
"TECR","22","13","17","15","13","19","16","17","13","13","21","15","17","18"
"NDUFB7","163","184","159","147","133","181","164","123","176","136","146","191","121","115"
"RN7SL842P","0","0","0","0","0","2","0","0","0","0","1","3","0","0"
"MEGF8","118"," 79","100"," 97"," 68"," 95"," 94","102"," 86"," 69"," 80","105"," 81"," 83"
"CNFN","1","1","0","1","1","1","0","0","2","1","0","0","1","1"
"LIPE"," 8"," 6"," 6"," 5"," 5","10"," 6"," 8"," 6"," 7","14"," 9"," 6"," 6"
"CXCL17","1","1","2","6","3","2","3","3","3","3","2","4","5","5"
"RNU4-60P","0","0","0","0","2","7","5","6","2","5","3","6","9","3"
"CEACAM1","2","2","2","6","2","2","2","4","3","3","6","4","4","3"
"CEACAMP2","1","1","1","5","1","1","0","5","5","1","3","5","5","1"
"CEACAM8","1","0","0","3","2","2","1","1","1","2","3","3","2","1"
"CEACAMP1","1","1","0","1","1","1","2","4","2","1","3","2","3","1"
"DNAJB1","33","31","30","20","41","28","20","26","22","46","24","27","27","24"
"CAMSAP3","28","15","28","26","18","18","19","24","22","20","16","26","19","23"
"XAB2","28","20","25","20","23","23","17","17","18","21","20","24","19","18"
"PCP2","0","1","1","3","2","1","2","2","1","0","1","2","1","1"
"RETN","0","0","2","0","2","0","0","0","1","2","3","0","2","1"
"TRAPPC5","4","2","3","3","3","1","2","3","3","4","3","4","3","5"
"FCER2","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"CLEC4GP1","21","14"," 2"," 7"," 6"," 4"," 7","10"," 6"," 7"," 8"," 8"," 7","11"
"PRR36","17"," 9","22","24","14","12","16","24","18","17","25","24","20","21"
"LYPLA2P2","0","0","0","0","0","0","0","2","1","0","0","0","1","1"
"MAP2K7","15","10","13","11","12","15","14","13","13","11","13","16","12","13"
"SNAPC2","13","13","17","10"," 8","13","13","10","12","12","11","18","11","11"
"CTXN1","100"," 63","131","104"," 40"," 58"," 73"," 88","109"," 71"," 76","126"," 63"," 72"
"TIMM44","17","16","14","13","17","14","15","13","15","16","19","19","14","13"
"SPPL2B","14","13","10","15","11","12","14","15","12","10","14","16","13","12"
"ZNF493","16","26","14","30","28","13","19","19","20","23","20","19","31","29"
"LINC00664","1","2","1","1","3","1","1","1","1","3","1","1","1","1"
"BNIP3P26"," 4"," 4"," 3"," 5"," 8"," 4","10"," 3"," 5"," 2"," 4"," 7","11"," 4"
"CD209","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"PEX11G","2","2","2","5","2","4","2","2","4","3","6","5","4","4"
"TEX45","1","0","1","2","1","1","0","0","1","0","2","2","1","1"
"ZNF358","59","29","44","47","34","33","34","54","44","40","48","45","41","37"
"MCOLN1","18","14","14","13","11","13","14","13","12","10","12","15","11","10"
"PNPLA6","46","34","40","39","34","39","41","43","36","38","36","44","38","36"
