"","SRR11365272","SRR11365273","SRR11365275","SRR11365277","SRR11365279","SRR11365282","SRR11365284","SRR11365285","SRR11365286","SRR11365287","SRR11365288","SRR11365289","SRR11365291","SRR11365293","SRR11365294","SRR11365296","SRR11365299","SRR11365300","SRR11365301"
"GPR137C"," 8"," 7"," 8"," 9","12"," 7","10","11"," 7"," 5"," 2","21","20","11","14","12"," 3","12","25"
"PCNX4","22","21","24","26","14","19","19","17","22","17","16","20","21","14","18","18","20","24","15"
"MIR4307HG","2","0","1","2","8","1","2","3","1","0","1","0","0","1","2","1","1","4","3"
"SIX1"," 6"," 4"," 2","22"," 4"," 1"," 5"," 0","30"," 2"," 2"," 0"," 0"," 4"," 5"," 6"," 2"," 3"," 4"
"PPP2R5E","34","22","29","34","21","35","29","19","21","21","23","35","32","20","26","28","33","31","44"
"DDHD1-DT","0","1","0","1","0","0","0","0","0","2","1","4","1","2","1","0","1","1","1"
"STYX","31","23","29","29","18","35","24","21","25","25","27","18","27","10","22","26","37","23","33"
"L3HYPDH","32","28","25","24","19","17","24","17","54","15","18","15","21","11","14","13","22","36","18"
"EIF1AXP2","2","5","6","5","1","1","4","2","3","2","2","3","4","0","5","1","2","2","3"
"SIX6","1","1","5","1","2","0","2","0","1","0","0","0","0","0","1","1","0","0","1"
"SIX4"," 6"," 5"," 1"," 7"," 3"," 5"," 8"," 1","16"," 1"," 3"," 2"," 1"," 3"," 4"," 5"," 3"," 3"," 6"
"PRKCH-AS1","1","2","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0","0"
"PPM1A","42","36","42","34","21","35","37","33","50","29","27","72","42","37","34","34","45","45","50"
"CCDC175","4","2","4","3","3","1","0","2","2","0","0","4","1","3","1","2","1","6","0"
"SCOCP1"," 3"," 2"," 5"," 4","11"," 2"," 4"," 6"," 2"," 2"," 4"," 1"," 0"," 5"," 3"," 2"," 0"," 6"," 1"
"SLC10A1"," 7"," 6","13"," 3"," 3"," 4"," 4"," 2"," 9"," 2"," 4","11"," 3"," 4"," 5"," 5"," 2"," 4"," 4"
"DHRS7","26","34","47","52","40","63","39","23","35","49","54","28","54","19","49","35","57","28","15"
"PCNX1","43","42","43","54","30","40","45","29","33","41","43","58","39","31","33","37","54","48","49"
"GPHB5","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ADAM21P1","0","1","1","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","0"
"SALRNA1","0","1","0","3","1","1","1","0","3","0","0","0","0","0","1","2","0","0","0"
"MNAT1","24","17","20","23","11","20","20","11","27","10","15","28","14","20","19","19","17","20","21"
"CCDC177"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 0"," 0"," 0","12"," 1"," 6"," 1"," 0"," 0"," 2"," 0"
"C14orf28"," 5"," 4"," 5"," 3"," 3"," 5"," 6"," 4","10"," 5"," 3"," 6"," 5"," 4"," 5"," 5"," 5"," 5"," 4"
"DCAF4","6","7","6","6","4","6","6","5","8","5","6","9","6","5","5","5","6","6","7"
"JKAMP","39","35","35","46","22","39","27","27","25","33","26","27","43","19","38","32","46","31","44"
"RHOJ"," 51"," 62"," 43"," 43"," 19"," 78"," 48"," 24"," 20"," 18"," 74"," 15"," 21"," 15"," 14"," 17"," 53"," 73","136"
"SOCS4","66","47","51","51","32","44","46","42","78","27","36","40","49","28","40","55","49","52","79"
"KCNH5"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 5"," 0"," 0"," 0","20"," 0"," 7"," 1"," 0"," 1"," 4","22"
"SUSD6"," 44"," 65"," 38"," 58"," 61"," 57"," 31"," 26"," 24"," 89"," 78"," 25"," 52"," 22"," 51"," 48","101"," 54"," 34"
"PTTG4P"," 5","16","10","14"," 5"," 2"," 4"," 3"," 7"," 4"," 7","10"," 2"," 4"," 2"," 7"," 9"," 5"," 3"
"RAP1AP","2","6","3","2","3","2","3","4","4","2","8","1","1","1","3","3","1","1","2"
"RBM8B","1","2","1","1","4","3","3","3","2","3","2","2","2","2","1","2","2","4","1"
"PCNX4-DT","6","4","2","0","3","1","2","2","8","1","1","1","0","1","3","0","0","0","0"
"RPL7AP6"," 94","123","201","152","137","169","144","173","206","162","124"," 74","107","109","112","243","128","111","221"
"SIPA1L1-AS1"," 4"," 7"," 8","10"," 6"," 5","14"," 4"," 3"," 3"," 5"," 8"," 3"," 6"," 4"," 4"," 6"," 4"," 5"
"FUT8-AS1","2","2","1","1","1","2","2","2","1","1","2","2","2","2","2","2","1","0","2"
"EGLN3"," 6","10","21","12","17","38","35","11","37"," 7","10","15","30","15","45","16","90"," 8","54"
"LINC02306","0","3","1","0","0","0","0","1","0","0","1","0","3","0","0","0","0","0","0"
"SPTSSA","70","46","65","33","46","82","36","47","77","48","57","35","69","21","41","51","84","35","85"
"FOS","135","355","259","291","210","210","126"," 21","289","320","124","254","387"," 79","347","178","248","294","197"
"GTF3AP2","7","6","4","7","3","2","4","1","5","4","0","7","4","4","4","2","3","6","0"
"HNRNPUP1","2","1","2","2","1","0","0","2","3","0","2","0","2","1","0","0","0","1","3"
"PLEKHD1","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","1"
"YBX1P1","23","15","26","34","50","31","26","36","31","40","23"," 9","37","26","32","62","30","28","72"
"LTBP2"," 5","16","31","19","11","37"," 5","14"," 7","22","27","12","14"," 3","12","12","59"," 6"," 5"
"ISCA2","14","14","15","11","10","15","15","13","11","10","14","12","14","10","10","11","21","12","19"
"JDP2"," 8","12"," 7"," 8","13"," 8"," 4"," 6"," 5","13"," 9","10","11"," 5"," 7"," 8"," 8","14"," 5"
"SPATA7","14"," 9","13","15"," 7","11"," 8"," 7","14"," 9"," 8","15","10"," 7"," 9"," 5"," 7","10"," 7"
"LINC00609","21"," 5"," 4"," 7","22"," 4"," 1","44"," 9","11"," 2"," 5","29","18","48","15"," 0","13"," 4"
"CYCSP1","2","0","0","2","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0"
"TOGARAM1","28","23","24","13","15","25","19","22","25","16","19","35","23","18","22","18","25","25","22"
"CATSPERB","0","2","0","1","0","0","8","0","1","1","0","1","0","0","1","2","0","1","1"
"AP5M1","35","23","21","26","17","23","22","24","25","20","20","41","28","21","21","21","26","29","41"
"RPL21P8","2","7","5","4","2","1","0","1","2","3","3","6","4","5","5","2","0","4","2"
"TMEM63C"," 1"," 2"," 0"," 4"," 3"," 2"," 5"," 1"," 0"," 1"," 3","25","10","10"," 6"," 4"," 1"," 7"," 1"
"SLC35F4","0","0","1","0","0","1","1","1","1","0","0","1","3","1","0","0","0","1","0"
"LINC02284","2","3","1","1","1","0","0","1","1","1","1","1","1","1","2","1","1","2","0"
"BMP4","1","5","4","1","4","2","1","5","5","1","2","2","2","1","2","7","2","1","2"
"LINC02296"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0","13"," 2"," 3"," 1"," 0"," 0"," 0"," 0"
"RPL21P11","1","0","4","1","3","0","1","2","2","1","0","0","1","1","3","1","1","0","1"
"RPA2P1","0","2","0","3","1","0","0","0","0","1","1","1","0","2","4","3","0","2","0"
"EIF3LP1","0","0","1","1","1","2","0","1","2","1","1","1","2","1","1","1","0","1","0"
"COILP1","1","4","4","1","2","1","2","1","2","2","1","1","2","1","2","1","1","2","0"
"TRAJ50","0","3","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0","0","0"
"FKBP1BP1","0","0","0","0","3","0","0","0","0","0","2","7","1","5","0","0","0","3","0"
"SRSF5"," 89","109","105"," 93"," 94"," 71"," 95"," 85","137"," 88"," 83","118"," 77"," 75"," 95","124","102"," 93"," 98"
"CAP2P1","2","3","5","4","5","0","2","2","2","4","1","3","2","4","5","1","1","2","0"
"FUT8","30","44","37","27","17","30","39","30"," 9","36","27","44","31","33","57","40","37","28","74"
"RPS19P3"," 3","10"," 5"," 2"," 0"," 1"," 2"," 3"," 5"," 2"," 2"," 4"," 2"," 2"," 2"," 1"," 3"," 1"," 1"
"RAB42P1","0","3","1","1","1","0","1","0","0","0","1","0","0","2","0","1","0","4","0"
"ERO1A"," 22"," 32"," 50"," 47"," 41"," 81","107"," 12","136"," 27"," 24"," 32"," 22"," 14"," 48"," 47","108"," 23"," 40"
"PELI2","21","37","18","25"," 9","15"," 9","13","21","14","11","11","19","11","20","27","17","21","23"
"ENSAP2","12","12","25","15","22","18","21","15"," 6","21","22","30","16","30","17","16","27","30","26"
"NAA30","32","20","22","24","15","26","24","18","25","17","15","37","27","17","20","16","28","24","30"
"CLEC14A","22","21","29","10","40","25"," 6"," 6","13","17","14","14","16","12","12","27","10","18","22"
"RGS6"," 3"," 2","19"," 1"," 2","14"," 6"," 2"," 2"," 1"," 3","19"," 5","10"," 4"," 7","16"," 6","40"
"PTPN21","23","16","20","19","12","15","17","23","26"," 9","18","12","16","15","16","11","18","21","14"
"SYNDIG1L","0","1","0","2","1","1","0","1","1","0","0","3","7","1","1","0","0","0","0"
"DDHD1"," 6"," 8","25","12","11","13","14","10","15","13","13","25","15","13","14","13","14","16","31"
"MTCO1P2"," 0"," 0"," 1"," 1"," 1"," 0"," 2"," 0"," 0"," 2"," 2"," 2"," 2"," 1","10"," 0"," 0"," 1"," 0"
"TMX1","120"," 57"," 72"," 65"," 48"," 92"," 54","105"," 59"," 74"," 77"," 25"," 94"," 22"," 49"," 58","116"," 63","155"
"RPSAP3","1","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","0","0","1"
"LINC00520","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"CIPC","41","34","48","41","20","36","28","28","38","28","36","79","52","50","48","28","31","42","41"
"POLR3GP1","0","0","1","3","0","1","4","0","0","1","1","0","1","0","2","0","0","2","0"
"RPL13AP2","0","1","0","1","1","1","0","1","0","1","0","3","0","4","2","3","0","0","0"
"RTRAF","26","37","23","29","21","28","21","20","26","28","22","19","30","13","23","35","26","24","41"
"FOXN3-AS1","5","5","4","2","2","4","1","2","2","5","9","2","6","2","4","3","4","2","1"
"LINC02960","2","1","1","0","1","0","0","0","0","0","1","2","2","1","1","1","1","1","1"
"AKAP6","32"," 9","17","19","25","18","28","10"," 6","35","33","74","26","54","67","34","12","50","10"
"SSTR1"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0","21"," 1"," 6"," 2"," 1"," 0"," 6"," 0"
"SLC25A29","12","14","14","18"," 9"," 9","34"," 7","26"," 8"," 8"," 9","10","11","23","17","14","16","14"
"CKS1BP1","0","0","0","0","5","4","0","0","1","1","1","0","0","0","0","0","7","1","1"
"CEP128","7","6","7","6","7","5","6","7","8","5","3","4","5","6","7","6","3","7","7"
"ARMH4","14","16","38","40","36","22","32","24","21"," 9"," 7","37","22","35","25","39","20","24","32"
"EXOC5","58","29","42","43","29","43","40","45","44","39","34","39","52","26","44","43","53","38","57"
"YY1","52","35","47","50","38","48","37","42","61","45","40","52","43","35","40","53","51","49","68"
"DNAJC19P9"," 7"," 3"," 3"," 4"," 7"," 5"," 4","11"," 1"," 5"," 8"," 7","15"," 6"," 4","10"," 7","11","10"
"RPS15AP3"," 3"," 4"," 1"," 1"," 6"," 0"," 2"," 0"," 0"," 0"," 2","10"," 0","11","11","24"," 0"," 4"," 0"
"DIO2-AS1","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"NRDE2","6","7","8","6","5","6","5","5","3","5","6","5","4","7","6","5","6","7","5"
"CCDC85C","3","3","4","4","3","3","5","2","4","2","4","4","4","3","5","4","3","5","5"
"MOK"," 8"," 5"," 9"," 7"," 5"," 4"," 5","10"," 9"," 2"," 5"," 8"," 3"," 7"," 5"," 2"," 3"," 6"," 4"
"TECPR2","15","21","17","19","17","21","20","14","17","19","32","29","15","29","36","18","20","27","22"
"PSMC1","11"," 5","13","10"," 7","12"," 7"," 7","11"," 9","11"," 8","12"," 7"," 8"," 8","13"," 9","16"
"PTGER2","1","2","1","1","1","0","0","0","0","4","1","1","1","0","1","1","2","1","0"
"LINC02316","2","3","3","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1"
"ATG2B","24","25","30","26","19","19","20","18","27","21","17","39","22","25","26","24","22","26","21"
"IGHV3-23"," 2"," 1"," 2","43"," 1"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"
"RPS6KA5"," 3"," 3"," 2"," 2"," 3"," 1"," 3"," 5"," 2"," 4"," 1","12"," 2"," 6"," 6"," 4"," 1"," 5"," 2"
"IGHV4-34"," 0"," 0"," 2","14"," 0"," 0"," 2"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"LINC02330","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"GLRX5","27","18","31","27","23","32","17","20","17","26","20","31","34","19","26","28","26","25","44"
"LINC01147","1","5","1","2","1","1","0","1","1","0","2","1","2","0","2","2","1","2","0"
"AK7"," 0"," 0"," 0"," 0"," 0"," 1"," 1","12"," 1"," 1"," 0"," 2"," 0"," 1"," 1"," 1"," 0"," 1"," 0"
"PPP1R13B"," 3"," 6","10"," 5"," 6"," 5"," 6"," 3"," 4"," 3"," 5","22"," 6","13"," 5"," 3"," 4"," 9"," 6"
"GOLGA5","53","42","54","54","44","58","55","37","73","49","50","43","61","34","52","45","63","46","71"
"GPR65","12","15"," 7","12","14","11"," 5"," 5"," 3","25","16"," 2","21"," 1","15","13","15"," 4"," 2"
"TMEM260","14","14","13","15"," 8","10","11"," 8"," 8","15"," 7","13"," 9"," 9","12","14","11","12"," 8"
"GALC","34","64","35","52","23","52","28","34","34","66","41","26","35","13","47","38","82","25","35"
"IGHGP"," 0"," 1"," 3","13"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 5"," 1"," 0"," 0"
"CDCA4","12"," 3","16"," 9"," 8","13"," 8"," 8"," 9"," 8"," 2"," 2"," 9"," 4"," 9"," 9","12","10","14"
"WARS1"," 86"," 21"," 28"," 74"," 34"," 43"," 57"," 13"," 44"," 87","182"," 26"," 58"," 18"," 88"," 39"," 68","176"," 47"
"IGHV3-21"," 0"," 0"," 0","23"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"
"SHLD2P2","2","4","3","3","2","2","1","1","2","2","1","3","1","1","3","2","2","2","0"
"IGHV3-15"," 1"," 2"," 2","12"," 5"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 2"," 0"," 0"
"LGMN"," 53","109"," 45","152"," 99","109"," 43"," 20"," 32","350","111"," 39"," 87"," 28"," 98"," 78"," 59"," 58"," 55"
"PPP1R13B-DT","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"CCNK","4","4","5","5","4","5","4","2","8","4","5","3","4","3","5","4","3","5","4"
"CLBA1"," 9"," 5","10","11"," 6"," 9","15"," 7"," 8"," 5","13"," 6","10"," 5"," 5"," 4","10"," 8"," 8"
"SETD3","35","31","41","35","36","49","40","30","55","42","43","67","46","39","46","31","53","39","55"
"IGHV3-20"," 0"," 1"," 0","12"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"GLRXP2","1","2","2","0","1","0","0","0","0","1","0","1","0","1","5","0","0","0","0"
"AHNAK2"," 1"," 5"," 9","19"," 4","45","24"," 1","20","26","68","13"," 6"," 6","10"," 8","36"," 9"," 2"
"CINP","12","12","15","14","11","19","14"," 9","17","12","16","15","20","13","19","11","16","17","20"
"IGHV1-24","0","0","1","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"TTC7B"," 4"," 4"," 6"," 4"," 4"," 4"," 4"," 3"," 3"," 4"," 4","16"," 4"," 9"," 6"," 3"," 4"," 8"," 5"
"RPL13AP3","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","1","1","1","0"
"GPR68","2","2","0","1","1","1","2","1","2","2","1","6","2","3","3","1","1","3","1"
"IGHA1","  0","  4"," 17","284","  8","  2","  0","  1","  2","  0","  0","  0","  2","  1","  0","  1","  2","  2","  0"
"DEGS2","1","1","1","1","1","1","1","1","3","1","1","2","0","3","3","1","1","1","1"
"KCNK13"," 2"," 6"," 1"," 7"," 9"," 9"," 2"," 3"," 1"," 4"," 3"," 4"," 7"," 2"," 7"," 8","10"," 4"," 2"
"IGHV2-26"," 0","10"," 0","16"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"
"TDP1","11"," 7","11","13"," 8"," 8","13"," 8","10","11"," 8"," 7","12"," 7","11","10","12","10","15"
"IGHV1-18"," 2"," 1"," 3","22"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"
"EVL","12","23","21","29","28","16","26","11","11","18","17","34","30","31","37","19","14","32","17"
"ACTR10","40","26","38","39","27","46","37","25","30","34","32","46","41","28","33","32","46","34","39"
"GSKIP","13","10","10","12"," 9","17"," 9","10","10","15","10","16","16","10","12","14","17","13","18"
"FOXN3-AS2","2","4","4","2","3","1","2","2","1","6","3","2","4","2","4","1","4","2","1"
"KTN1","75","56","72","58","42","76","52","59","62","61","76","45","74","36","57","59","61","59","65"
"PTCSC3"," 7"," 2"," 0"," 3","13"," 2"," 2","24"," 0"," 7"," 0"," 3","13","10","24"," 6"," 0"," 6"," 1"
"EFCAB11","5","4","4","4","2","3","3","6","2","3","3","3","3","3","2","3","2","3","4"
"RIN3"," 5","14"," 8","15","13","12"," 6"," 3"," 5","21","13"," 3","11"," 3","10"," 6","12"," 8"," 4"
"IGHV3-11"," 0"," 0"," 0","15"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"
"TRAJ46","3","0","0","0","0","0","2","0","0","2","0","0","0","0","0","3","0","0","0"
"GNPNAT1","22","11","18","19","10","20","21","11","17","11","15","12","17"," 8","10","13","26","16","24"
"RNU1-27P","40"," 1","57"," 2"," 0"," 3"," 2"," 5"," 0"," 2","13"," 2"," 4"," 2"," 3"," 5"," 3"," 5"," 0"
"RN7SL660P"," 2"," 5"," 6"," 1"," 7"," 5"," 3"," 2"," 4"," 5"," 4","11"," 4"," 9","15"," 6"," 1"," 6"," 1"
"RNU6-8","52","14"," 7"," 5"," 0"," 0","17"," 9","32"," 3"," 7","21"," 1"," 9","12","12"," 8","12","27"
"RNU6-602P","2","0","2","1","0","0","0","0","0","0","3","0","1","0","3","0","0","0","0"
"RNU6-455P"," 2"," 5"," 2"," 1"," 2"," 1"," 3"," 6"," 7"," 0"," 3"," 2"," 0","11"," 3"," 0"," 0"," 2"," 0"
"MIR4307","8","0","0","3","5","0","9","0","0","0","0","2","0","0","4","0","0","2","3"
"RNA5SP385"," 2"," 0"," 2"," 3"," 4"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 0"," 0"," 7"," 2"," 0","15"," 1"
"RNU6-7","7","2","0","0","0","0","7","0","8","3","0","0","0","4","0","0","0","4","2"
"RNU6-301P","5","0","2","0","0","0","0","0","3","0","4","0","0","0","4","0","4","2","1"
"RN7SKP21","1","0","1","1","6","0","0","2","0","1","0","4","4","2","4","2","0","2","0"
"RN7SKP99","0","0","0","0","0","0","1","0","0","0","0","5","1","0","0","0","0","0","0"
"MIR5586"," 3"," 3","12"," 2"," 7"," 0"," 3"," 0"," 3"," 5"," 0","10"," 0"," 3"," 5"," 4"," 3"," 4"," 0"
"SNORD56B","22","31","30","38","12"," 9","22"," 0"," 6","12","17","39"," 8"," 0","22","24"," 8","15","11"
"RN7SL683P","14","31","16","22","11"," 2","32"," 2"," 8"," 5","13","10"," 5"," 6"," 6"," 4","20","11"," 5"
"RNU1-28P","138"," 13","  1"," 11","  8"," 11","  6"," 15","  8"," 13"," 21"," 12"," 24"," 15"," 14"," 20"," 20"," 11"," 20"
"RNU6-552P","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0"
"MIR625","0","2","0","2","5","0","0","0","0","0","5","2","2","7","6","3","0","7","0"
"RNU7-30P","3","0","0","0","3","0","2","3","0","0","0","0","0","6","0","0","0","7","0"
"SNORA11B"," 7","11"," 3"," 7","14"," 2"," 0"," 2"," 0"," 4"," 4"," 2"," 5"," 3"," 7"," 0"," 0"," 3"," 4"
"RN7SKP255","222","182","136","192","184","186","155","411","151"," 91"," 94","105","196","213","135","162","171","158","172"
"RNU6-835P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RN7SL523P","1","0","0","0","1","2","2","0","1","1","1","0","0","1","1","1","0","0","1"
"RNU2-33P","2","1","2","1","2","0","6","0","1","2","0","0","0","2","2","1","1","2","5"
"MIR345","2","0","0","0","0","0","2","0","0","0","0","0","0","0","2","2","0","2","3"
"RNU6-91P","10","13"," 8"," 5"," 2"," 1"," 4"," 7"," 4"," 0"," 6"," 4"," 1","12","15","10"," 4","12"," 1"
"MIR151B"," 0"," 4"," 2"," 0"," 6"," 5"," 3"," 0"," 0"," 3"," 3"," 2"," 2"," 2","11"," 4"," 0"," 2"," 0"
"MIR342","2","7","4","4","4","2","9","0","0","4","5","6","3","2","6","0","0","8","1"
"TRAJ44","0","0","0","2","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"TRAJ42","0","3","0","0","3","0","0","0","0","2","0","0","0","0","0","3","0","0","2"
"TRAJ39","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"TRAJ37","0","5","0","0","0","5","0","0","0","0","0","0","0","0","5","3","0","0","0"
"TRAJ35","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"TRAJ33","0","6","0","3","0","0","3","0","0","5","0","4","5","0","0","0","0","0","0"
"TRAJ32","0","0","0","0","3","0","0","0","0","4","2","0","0","0","7","0","0","3","2"
"TRAJ31"," 3"," 0"," 0"," 0","14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 3"," 0"," 3"," 0"," 0"
"TRAJ29","6","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0"
"TRAJ28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TRAJ27","0","9","0","0","0","0","0","0","0","2","0","3","0","0","0","4","0","0","0"
"TRAJ26","0","0","0","0","0","0","0","0","0","7","0","0","5","0","3","0","0","0","0"
"TRAJ25","0","3","0","0","0","0","0","0","0","5","0","0","0","0","0","4","0","0","0"
"TRAJ24","0","3","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","3","0"
"TRAJ23"," 3"," 3"," 8"," 0","10"," 0"," 0"," 0"," 0"," 4"," 2"," 0"," 2"," 0"," 0"," 3"," 0"," 0"," 0"
"TRAJ22","3","5","0","0","0","0","0","0","0","2","5","0","0","6","0","0","0","0","0"
"TRAJ20","3","3","0","0","0","0","0","7","0","2","0","0","0","3","3","0","0","0","0"
"TRAJ19","3","0","0","0","0","0","0","0","0","5","0","0","0","3","0","0","2","0","0"
"TRAJ18"," 0","13"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"
"TRAJ17","0","0","0","0","0","0","0","0","0","4","0","0","0","0","5","3","0","0","0"
"TRAJ16","0","9","0","0","0","0","3","3","0","0","3","0","0","0","0","0","0","0","0"
"TRAJ14"," 7","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 3"," 0"," 0"," 4"," 0"," 4"," 0"
"TRAJ13","0","0","8","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","2"
"TRAJ12","0","9","3","0","0","0","0","0","0","0","0","0","5","0","3","0","0","0","0"
"TRAJ11","9","0","0","0","0","0","0","7","0","7","0","0","2","0","0","4","0","0","0"
"TRAJ10","11"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 2"," 0"," 2"," 0"," 2"," 0"," 0"," 0"," 0"
"TRAJ9","0","0","0","0","0","0","0","0","0","5","3","0","2","3","0","0","0","0","0"
"TRAJ8","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0"
"TRAJ6","6","0","0","0","7","0","2","0","0","2","0","0","0","0","3","0","0","0","0"
"TRAJ5","0","0","0","0","0","0","5","0","0","9","0","0","0","0","0","0","0","0","0"
"TRAJ3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","3","0","0","0","0"
"TRAJ2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"TRAC"," 6"," 4"," 2"," 4"," 7"," 2"," 2"," 1"," 1","21"," 6"," 2"," 3"," 3"," 4"," 8"," 7"," 2"," 5"
"LINC02332","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"DAD1","213","182","232","143","144","392","202","202","284","255","250","107","332"," 84","223","251","314","155","503"
"OXA1L-DT","2","3","2","0","2","1","1","0","2","1","1","1","1","2","2","0","0","1","0"
"OXA1L","24","37","27","24","23","33","39","20","29","37","51","21","40","21","32","27","28","32","37"
"LRP10"," 54"," 74"," 79"," 44"," 52"," 99"," 61"," 40"," 54"," 62","135"," 18"," 72"," 29"," 76"," 37"," 78"," 57"," 53"
